,x_nose,y_nose,c_nose,x_left_eye,y_left_eye,c_left_eye,x_right_eye,y_right_eye,c_right_eye,x_left_ear,y_left_ear,c_left_ear,x_right_ear,y_right_ear,c_right_ear,x_left_shoulder,y_left_shoulder,c_left_shoulder,x_right_shoulder,y_right_shoulder,c_right_shoulder,x_left_elbow,y_left_elbow,c_left_elbow,x_right_elbow,y_right_elbow,c_right_elbow,x_left_wrist,y_left_wrist,c_left_wrist,x_right_wrist,y_right_wrist,c_right_wrist,x_left_hip,y_left_hip,c_left_hip,x_right_hip,y_right_hip,c_right_hip,x_left_knee,y_left_knee,c_left_knee,x_right_knee,y_right_knee,c_right_knee,x_left_ankle,y_left_ankle,c_left_ankle,x_right_ankle,y_right_ankle,c_right_ankle,frame
36,0.43711933,0.49597585,0.55054116,0.42857623,0.47851694,0.50633705,0.42976993,0.5077529,0.4704724,0.43843648,0.45278975,0.58602107,0.4405225,0.5351869,0.60602057,0.48453337,0.3766663,0.58708,0.4827231,0.6086694,0.7489879,0.664123,0.34467334,0.51121116,0.6363736,0.652441,0.77816373,0.6583196,0.43108743,0.15882707,0.6066332,0.7737448,0.3217754,0.82326716,0.41509268,0.5080308,0.82662475,0.5977942,0.5864007,0.8117542,0.37409812,0.3243008,0.7969255,0.6378877,0.2786471,0.87316084,0.3702935,0.105059035,0.95229715,0.62351406,0.31438142,36
37,0.43544835,0.4961149,0.4985288,0.42734164,0.47886598,0.42286006,0.42855725,0.50814277,0.388814,0.43853277,0.4534044,0.5167028,0.44032222,0.5340279,0.56869847,0.49338135,0.3781831,0.7081329,0.48352498,0.60399765,0.711645,0.6662394,0.34614873,0.49401855,0.635005,0.6542218,0.74511623,0.68642735,0.4185667,0.1256594,0.604186,0.77216136,0.31892163,0.82407415,0.4130224,0.4709732,0.83060163,0.59406406,0.5102221,0.84644055,0.37325984,0.25695762,0.84067005,0.6388802,0.20485638,0.9555285,0.38738298,0.15122911,0.953675,0.6183273,0.19586177,37
38,0.4360796,0.49672395,0.52486646,0.42856595,0.47917148,0.46815023,0.4287072,0.50895905,0.45203096,0.437262,0.45433104,0.58862424,0.43737566,0.53669316,0.66476643,0.48807746,0.37726408,0.77850527,0.47854114,0.60702,0.70521706,0.6625432,0.34627998,0.55099547,0.63412917,0.65539324,0.7792247,0.71234334,0.41032737,0.1422692,0.60735345,0.7733648,0.4200906,0.8183099,0.41523707,0.55022824,0.8257483,0.59721464,0.5819881,0.8118617,0.3686394,0.285892,0.79637456,0.6383272,0.26529944,0.93574846,0.37201637,0.1742492,0.95327795,0.6163889,0.24884385,38
39,0.4361003,0.49695,0.5004779,0.4283591,0.47922397,0.46222734,0.4284206,0.5088073,0.4427276,0.4359096,0.4547301,0.60104495,0.43624467,0.5358471,0.6919312,0.48738164,0.37338626,0.74654585,0.4775928,0.60468954,0.68352234,0.6621083,0.3469741,0.5315722,0.6327821,0.65612376,0.7727537,0.7108764,0.40806505,0.13547316,0.60651666,0.77262276,0.39892378,0.8113329,0.41555652,0.41304857,0.82554185,0.5957774,0.5737999,0.8113253,0.37427074,0.28082636,0.79970497,0.6371893,0.21911524,0.93338794,0.37323043,0.1642754,0.95477426,0.6105896,0.23442608,39
40,0.43742764,0.4966985,0.47503453,0.42899328,0.47913927,0.3922053,0.42958412,0.5086186,0.36239722,0.43546343,0.45466816,0.5612893,0.43754447,0.5358198,0.6480302,0.48944068,0.3745886,0.7300993,0.480509,0.60356534,0.66007066,0.6611033,0.35011685,0.4926499,0.6313946,0.6574015,0.7389786,0.7117131,0.40579647,0.13775373,0.60646486,0.76942384,0.3564303,0.80525994,0.41636345,0.44023538,0.8115698,0.5929083,0.47492203,0.8244251,0.36987528,0.20650226,0.7986497,0.6376402,0.21135373,0.93906915,0.3772192,0.3058591,0.94324684,0.6146157,0.30692434,40
41,0.43689013,0.4968971,0.43249848,0.42835176,0.47906184,0.372553,0.42911732,0.50894314,0.3462155,0.43528613,0.45439526,0.57552963,0.43763885,0.5362114,0.6530303,0.4900763,0.37508607,0.70597994,0.48202038,0.6020094,0.6582348,0.6622293,0.3503446,0.47262344,0.63262093,0.6565243,0.73703414,0.7140476,0.4077282,0.13880925,0.60561764,0.76915616,0.30985427,0.8158462,0.41315687,0.543044,0.8235879,0.5940609,0.55793846,0.84708184,0.3728523,0.23651506,0.82395613,0.636968,0.18981516,0.9402208,0.38159567,0.27625197,0.94853866,0.61118793,0.27425668,41
42,0.4369257,0.4964727,0.4026364,0.42810732,0.47914836,0.33509558,0.42947775,0.50883543,0.30777723,0.43662477,0.45391202,0.5167674,0.43877375,0.5361851,0.60284775,0.49493465,0.3750685,0.68195426,0.48318648,0.60111755,0.63045096,0.664242,0.34898067,0.47341272,0.6321719,0.6575488,0.74189407,0.7391634,0.38719296,0.15482675,0.6050298,0.77124304,0.27626702,0.8194622,0.4122102,0.49946436,0.81879634,0.5939387,0.4164613,0.84155846,0.37109512,0.2424078,0.840006,0.6368531,0.21729226,0.9665705,0.37933728,0.35357854,0.9653059,0.6247058,0.32410204,42
43,0.43549854,0.4970814,0.48674765,0.42628038,0.47740385,0.4273165,0.42923182,0.50908387,0.42657956,0.43495306,0.45954353,0.5074382,0.4393118,0.5347431,0.6097038,0.4911953,0.37469333,0.73157907,0.4824588,0.6034745,0.67483515,0.66190225,0.35154605,0.46127483,0.63172853,0.6572493,0.764493,0.6906659,0.41618335,0.103175916,0.6038809,0.7718486,0.36946288,0.8181015,0.41389602,0.5283808,0.8271638,0.5924777,0.5457162,0.82582635,0.3710053,0.22923137,0.7967503,0.6377043,0.24428354,0.9473044,0.38391456,0.3082958,0.9548799,0.61962634,0.31321344,43
44,0.43829998,0.49579245,0.48299244,0.43009824,0.47912246,0.41970548,0.43182105,0.50676423,0.39760566,0.4380394,0.4547646,0.50641704,0.44108903,0.53235483,0.5903748,0.49102706,0.37824178,0.73330855,0.48247027,0.60237646,0.65569335,0.66412306,0.3519076,0.43842047,0.63313115,0.6553144,0.76425123,0.6936015,0.41705734,0.1047387,0.60474014,0.7729582,0.3558476,0.81831664,0.41157493,0.53776956,0.82849425,0.5915767,0.5382293,0.841387,0.37803006,0.279369,0.7993628,0.6347623,0.27694705,0.95134777,0.38684106,0.23712234,0.9502733,0.6132294,0.3234157,44
45,0.43529162,0.4959426,0.4153668,0.42856404,0.47739375,0.45754594,0.42887837,0.50720334,0.49200955,0.43984342,0.4587468,0.494854,0.43939412,0.53199285,0.6435122,0.48828554,0.37313092,0.74101686,0.4790157,0.60664684,0.686471,0.66341347,0.34969574,0.51143247,0.6363039,0.6522831,0.7984971,0.71494216,0.4117701,0.12211116,0.60450923,0.7727848,0.31455606,0.81541294,0.41178095,0.5847291,0.82281065,0.5940805,0.60009027,0.7966923,0.37510723,0.30029866,0.7773606,0.63699466,0.36590365,0.9380443,0.37559003,0.21672484,0.9527159,0.6171913,0.37622878,45
46,0.44187796,0.49584532,0.57408166,0.43430018,0.47487718,0.4147168,0.43400353,0.5047046,0.5108396,0.44454917,0.4573251,0.4072058,0.44378334,0.5309589,0.66051525,0.49174222,0.37383315,0.7480403,0.48035774,0.6031502,0.6958703,0.66656613,0.34964818,0.5265119,0.63548434,0.65289056,0.77752334,0.71910894,0.39962372,0.106366575,0.60524714,0.77324724,0.3312497,0.8284845,0.40925413,0.6086451,0.8286263,0.5918745,0.54702353,0.8094816,0.37679964,0.20216106,0.77701604,0.636135,0.35775992,0.93860793,0.37405837,0.2231349,0.9547256,0.60769284,0.31897166,46
47,0.4410643,0.49740133,0.55862856,0.43308216,0.47778803,0.4351192,0.43292162,0.5068408,0.5015874,0.44381237,0.4589017,0.40366402,0.44441205,0.5335709,0.5465872,0.490525,0.37404674,0.7410747,0.480932,0.6095308,0.7172829,0.66663563,0.35004866,0.50780565,0.637081,0.65303814,0.7829814,0.73823065,0.39708012,0.1425711,0.6012755,0.7739483,0.21074687,0.8204999,0.41154012,0.5246576,0.82710785,0.5915489,0.5509893,0.79744756,0.3735156,0.29028168,0.77509016,0.6354255,0.37850487,0.9165611,0.37827104,0.19783412,0.94786584,0.60737187,0.3232219,47
48,0.44040877,0.49896526,0.5037377,0.4335981,0.48027414,0.4677732,0.43176684,0.507718,0.50815284,0.44604442,0.46168527,0.5160658,0.4444613,0.5349702,0.680446,0.49029252,0.37380874,0.5864502,0.48358187,0.61189723,0.7660448,0.6677374,0.3515776,0.48699307,0.6417603,0.6504358,0.80726695,0.73635757,0.4100862,0.16638038,0.59848624,0.7712928,0.18731579,0.8316511,0.4099146,0.60280854,0.83103573,0.5928794,0.5279056,0.79230964,0.38243985,0.20879653,0.7609598,0.63372815,0.41372934,0.8741676,0.38618362,0.16453584,0.9510769,0.5996459,0.37372142,48
49,0.44234872,0.49831614,0.49696258,0.43371934,0.480064,0.44467932,0.43222028,0.506756,0.47191393,0.4447933,0.46092415,0.36000037,0.44283125,0.53016037,0.5652423,0.48620504,0.37934563,0.5696771,0.4824897,0.6032206,0.7086241,0.6635423,0.3543561,0.3930161,0.63755345,0.65509105,0.7903223,0.7147709,0.415478,0.11396901,0.6050198,0.7714864,0.32803446,0.83401203,0.41546664,0.5557436,0.8444264,0.5913578,0.57276595,0.7916659,0.38564557,0.22261707,0.7620706,0.63649046,0.38738257,0.90392447,0.37677366,0.1324842,0.9549174,0.60677874,0.2982226,49
50,0.44047004,0.49746105,0.49214822,0.43204808,0.47885582,0.47362682,0.431403,0.5059,0.5021726,0.44523507,0.45971102,0.44564772,0.4419304,0.5301851,0.65785336,0.48904213,0.3792238,0.6293113,0.48421547,0.6037051,0.7255182,0.66636735,0.35262543,0.4887849,0.6380954,0.6560205,0.7890012,0.73671937,0.40901527,0.14291315,0.6042074,0.7737095,0.30058312,0.82509106,0.41700882,0.46629885,0.83329487,0.5923419,0.50842154,0.8088705,0.3776167,0.2180022,0.79408586,0.6384348,0.3574162,0.93731713,0.37535152,0.20354341,0.9570807,0.6061636,0.3036171,50
51,0.43941027,0.4966691,0.44969612,0.43086335,0.47670373,0.3788401,0.43120784,0.5051246,0.41086975,0.44510806,0.45811862,0.41517112,0.44249234,0.5291828,0.6083063,0.49348927,0.38102207,0.640365,0.48831606,0.6009982,0.6822808,0.6654862,0.35005257,0.4211833,0.6363483,0.65801287,0.76669514,0.71328443,0.4132576,0.118301734,0.6058775,0.7750358,0.3503283,0.8262503,0.4146013,0.44089183,0.8443724,0.5928701,0.57650125,0.81055176,0.3768936,0.33708152,0.7949044,0.63844657,0.32873902,0.94380546,0.38699397,0.20822969,0.9590673,0.6164726,0.33115226,51
52,0.4390893,0.497711,0.45047018,0.43089592,0.4786434,0.45044327,0.43149397,0.50579447,0.45892262,0.44494936,0.4597349,0.46304777,0.44384786,0.5295419,0.6433556,0.48986346,0.38137206,0.6103595,0.4863708,0.60336775,0.7136345,0.66638106,0.35088325,0.41853207,0.63829124,0.6593375,0.76105326,0.73285604,0.41371047,0.15922412,0.6055211,0.77763265,0.2879589,0.8246373,0.41534394,0.45565844,0.83335674,0.59297717,0.49778995,0.82319605,0.37687835,0.20362285,0.7955637,0.63873196,0.34432036,0.9401039,0.37740776,0.19980417,0.9588899,0.60380876,0.31077445,52
53,0.43847844,0.49739188,0.36732298,0.4293694,0.47822624,0.3602835,0.4306615,0.5060688,0.34240812,0.4429123,0.45862824,0.44943303,0.44270384,0.5270785,0.5249233,0.49465606,0.38380393,0.6147443,0.4908908,0.6002104,0.63932085,0.6628654,0.35874683,0.3769553,0.6377315,0.6593464,0.7171149,0.73225355,0.4127725,0.16914731,0.6072819,0.7754859,0.25724968,0.8141176,0.41645783,0.34025046,0.8332286,0.5907823,0.47324038,0.86134404,0.38371545,0.22250484,0.8116805,0.6410661,0.28420705,0.9673395,0.3802341,0.3498962,0.9551908,0.61228895,0.32109854,53
54,0.44251966,0.5007957,0.42584148,0.43206245,0.48297364,0.40241387,0.43239367,0.5084439,0.38046196,0.4439122,0.46222052,0.4137663,0.4433764,0.5307321,0.518552,0.49470478,0.38463217,0.62458515,0.4883681,0.5993832,0.62556,0.66131204,0.36076486,0.3757707,0.6352875,0.6592326,0.70494676,0.71606815,0.41496712,0.12352073,0.6065328,0.77365685,0.2809965,0.82201195,0.4141162,0.48686185,0.8317634,0.59097636,0.5006163,0.84506905,0.38213775,0.18378174,0.79592395,0.640082,0.3288185,0.95811903,0.38914055,0.18042465,0.96195644,0.6150753,0.30038932,54
55,0.44241259,0.50053394,0.46971002,0.43277666,0.4830864,0.4584547,0.4327086,0.50882083,0.43922406,0.4427,0.46624932,0.5951845,0.44366714,0.5330956,0.51580197,0.49109167,0.3847397,0.60581464,0.48693046,0.60181564,0.69507664,0.6601933,0.36189234,0.40957624,0.63746107,0.65811694,0.733867,0.6857095,0.4208508,0.096557796,0.60750014,0.7739579,0.3118171,0.8235587,0.41921958,0.501086,0.8432292,0.5919908,0.580143,0.804515,0.38146943,0.2736055,0.77277875,0.63922083,0.40097517,0.9516329,0.38652635,0.23502015,0.9549918,0.60781586,0.29227155,55
56,0.44292092,0.4993329,0.3944078,0.43065247,0.48559397,0.5119593,0.43078327,0.51033556,0.44372717,0.44230518,0.46447572,0.4891747,0.44156992,0.53482556,0.5602782,0.48977384,0.38724345,0.5898199,0.48570615,0.6035459,0.72149575,0.6632088,0.36418876,0.39827135,0.6350566,0.6586025,0.7255554,0.68275493,0.42217213,0.1039652,0.6059716,0.77195394,0.360702,0.8252238,0.41492152,0.48301592,0.8440684,0.5920258,0.58079857,0.8266703,0.38197142,0.21185017,0.79417676,0.63976765,0.28178167,0.95451754,0.3829777,0.18452536,0.9602214,0.6200437,0.29850763,56
57,0.44111538,0.50102997,0.37626088,0.42843807,0.48758623,0.4612636,0.43019456,0.51284826,0.3164405,0.4374289,0.46786714,0.5615419,0.438702,0.5365234,0.59954476,0.49049494,0.39203832,0.5577191,0.48745507,0.604394,0.7182596,0.6664342,0.3637309,0.36328784,0.63641334,0.6599492,0.7003653,0.68799996,0.42175627,0.10497152,0.60596347,0.7735877,0.33353,0.8216697,0.4161194,0.5107325,0.8451884,0.5846429,0.54484975,0.8238367,0.38315064,0.18462785,0.78852844,0.63854647,0.28071985,0.9486636,0.38035953,0.22021396,0.9619323,0.60853434,0.24513361,57
58,0.45053264,0.50161594,0.33800426,0.43608055,0.4884084,0.28467822,0.43730128,0.5146542,0.26142696,0.44172078,0.46914324,0.51687264,0.44644174,0.5401844,0.5857753,0.49291986,0.39408618,0.5328789,0.48907018,0.6007507,0.6265733,0.6611252,0.3651042,0.4020029,0.6359694,0.6595286,0.51525223,0.70505774,0.41670084,0.104987904,0.6080904,0.77059144,0.25069535,0.809633,0.41629964,0.40609384,0.80610645,0.5869322,0.3186015,0.81039804,0.37874708,0.25185996,0.777514,0.6411941,0.31556845,0.94332135,0.38039386,0.2450595,0.9531085,0.62755173,0.33513758,58
59,0.43883443,0.4999636,0.27770573,0.42625427,0.48421118,0.3229471,0.42858672,0.5123137,0.23757985,0.43675095,0.46428737,0.54005265,0.43743253,0.53533894,0.5832584,0.4896664,0.39343613,0.5016074,0.48869538,0.60097116,0.62427765,0.665838,0.36320287,0.41678646,0.6420958,0.6601999,0.51034,0.71754545,0.41316986,0.14672819,0.72706527,0.6323645,0.113437004,0.8113579,0.41859668,0.35818946,0.80997485,0.589189,0.27682206,0.8406153,0.37264854,0.21576053,0.8419776,0.6431527,0.22214358,0.9509284,0.37754846,0.29007232,0.9638612,0.6305522,0.31683046,59
60,0.44024345,0.50276774,0.36706027,0.42912126,0.48854455,0.42865896,0.4307787,0.51543814,0.34726092,0.43592188,0.46883047,0.53390265,0.43731093,0.5398688,0.5626375,0.49250266,0.39350042,0.6869081,0.48419,0.60526395,0.66584563,0.6631937,0.36826825,0.42120758,0.64537,0.6577897,0.41367847,0.7276134,0.4049798,0.13260403,0.6171406,0.77481997,0.28137463,0.8084874,0.41956207,0.38063604,0.8083174,0.5884875,0.2897042,0.8429193,0.3654756,0.18047418,0.8221401,0.6555382,0.18912706,0.94492334,0.37516817,0.34737003,0.95080394,0.62533677,0.19708222,60
61,0.43679246,0.49976182,0.31587383,0.42402107,0.48782486,0.40488958,0.42611727,0.5167333,0.34320116,0.42982382,0.46860248,0.61022437,0.4322538,0.5423597,0.5989225,0.4829399,0.39560375,0.660697,0.47821185,0.6064348,0.6491069,0.6611947,0.36903566,0.47796324,0.6395853,0.6564053,0.56656134,0.69856906,0.4244424,0.13888708,0.7042726,0.6430311,0.111710675,0.79063046,0.43278134,0.33486962,0.79017586,0.5966014,0.26644656,0.82178235,0.3746478,0.17043148,0.8327438,0.6421518,0.118044056,0.94762504,0.3780763,0.33303013,0.9441621,0.632692,0.21197131,61
62,0.42952377,0.5028971,0.49512574,0.4169206,0.48880574,0.40295783,0.41687495,0.518533,0.36342382,0.4264234,0.46461052,0.5889019,0.42761064,0.54258865,0.60469246,0.46769616,0.3844033,0.6953566,0.4731352,0.61581135,0.8659518,0.6538261,0.36606213,0.57165223,0.6364696,0.6595781,0.69827646,0.6859393,0.41250825,0.11440729,0.6174506,0.7739619,0.4643603,0.7748946,0.4270113,0.3396928,0.7827794,0.59278417,0.37387156,0.71036667,0.38821584,0.2850033,0.7130693,0.6437087,0.46086776,0.89564174,0.3662783,0.283486,0.93610895,0.62399656,0.42081133,62
63,0.41826412,0.4992929,0.3706701,0.40957826,0.48819596,0.5799041,0.4091456,0.5180079,0.47403026,0.41537708,0.46338624,0.61842024,0.41637844,0.5423631,0.54660785,0.45209485,0.3836174,0.6925856,0.4594959,0.6136768,0.7971943,0.6391738,0.36583388,0.49392393,0.6282747,0.65408015,0.641209,0.6911775,0.4010677,0.12297468,0.61735,0.7738383,0.4681059,0.7271609,0.43500516,0.39591908,0.7117242,0.58972967,0.31942326,0.67445606,0.38432574,0.24424648,0.6872647,0.6535865,0.37076303,0.881382,0.36272216,0.4472643,0.91742766,0.64049315,0.20054671,63
64,0.40831912,0.5023558,0.47535363,0.39575014,0.48948416,0.43176687,0.3960994,0.51776767,0.3782279,0.40660018,0.46320456,0.5915826,0.40797052,0.543181,0.64913654,0.44820154,0.38024902,0.6970587,0.45775515,0.61422384,0.5974175,0.63142926,0.36482403,0.5392238,0.6259656,0.6515431,0.5576942,0.68512416,0.40264362,0.13940534,0.6753127,0.67907184,0.19308162,0.7588803,0.43848497,0.50568557,0.7449738,0.59858894,0.36950412,0.6726023,0.3686913,0.30360276,0.6881573,0.64927554,0.50568885,0.87397933,0.36422777,0.28743964,0.84193873,0.6408952,0.12993005,64
65,0.39702818,0.49962124,0.35767826,0.38883042,0.48770353,0.52022684,0.38805673,0.51837647,0.4644556,0.39847875,0.4616148,0.5491258,0.39637908,0.543507,0.49604458,0.44231933,0.3792008,0.81979895,0.4468491,0.6168976,0.64652765,0.6223296,0.36065364,0.46399546,0.6227759,0.6535268,0.5588703,0.64474124,0.41065127,0.11195406,0.6535638,0.6500691,0.1842465,0.7340913,0.44290358,0.52868545,0.7241703,0.6127755,0.41700348,0.6892394,0.36759925,0.271024,0.68443227,0.65573436,0.38363835,0.85090876,0.3643968,0.20434673,0.8391323,0.6537947,0.1652634,65
66,0.3885572,0.5007348,0.36859372,0.3754506,0.48775947,0.25662476,0.37514135,0.51643515,0.24755849,0.38138983,0.4647412,0.49244928,0.38103527,0.5394198,0.5111779,0.4282428,0.38765353,0.58808976,0.4352227,0.61053514,0.71176845,0.6157249,0.3554951,0.46749547,0.61357105,0.65964806,0.47915456,0.6182558,0.41678283,0.15697125,0.6343649,0.6351522,0.12538795,0.72024,0.44358644,0.6083199,0.7064316,0.6093037,0.5541538,0.70875895,0.3684216,0.30004954,0.7403029,0.65980256,0.22492358,0.9489212,0.37646914,0.45207953,0.85305333,0.6518429,0.3091234,66
67,0.38250467,0.5010041,0.36946094,0.37221155,0.4857112,0.35114282,0.37239358,0.51688075,0.36628672,0.3779224,0.45898825,0.4698297,0.37661013,0.5388308,0.4077899,0.4211213,0.3790807,0.6909107,0.42032498,0.60644895,0.625852,0.6009264,0.36129147,0.43138877,0.59653735,0.66053694,0.5359044,0.6126156,0.41736838,0.1460285,0.6252769,0.61536777,0.14234519,0.70905465,0.4472006,0.5769109,0.6992985,0.6176518,0.614751,0.69115466,0.3638301,0.4811408,0.69317055,0.67101765,0.27210632,0.94652146,0.3776176,0.5376201,0.8597757,0.6627399,0.36252236,67
68,0.3692848,0.50070953,0.3031452,0.3594101,0.48581696,0.30044058,0.36104834,0.51908517,0.29790306,0.36141822,0.46354228,0.4156147,0.36320633,0.54359084,0.5770565,0.41275895,0.38724527,0.60994303,0.4057687,0.60196126,0.6526581,0.59195256,0.3609745,0.44102985,0.5790608,0.66180784,0.57909274,0.67342657,0.39102274,0.120394774,0.62057745,0.6714787,0.18585427,0.68065304,0.45544967,0.57698834,0.6720311,0.62584835,0.5683425,0.6865086,0.36341745,0.4129266,0.71560144,0.67019033,0.22992447,0.9542719,0.36992902,0.48602134,0.8689741,0.66074276,0.2672658,68
69,0.35146862,0.5017615,0.31074545,0.3418445,0.48722255,0.35488757,0.34385917,0.5190711,0.31169933,0.34527904,0.46337843,0.47922513,0.34556243,0.54135346,0.48663408,0.39048976,0.38516375,0.56177986,0.38522363,0.6027181,0.6630601,0.5780934,0.37106377,0.4461257,0.55436444,0.6637788,0.5437548,0.64999557,0.39775658,0.097092874,0.6153273,0.65916127,0.19562292,0.65768826,0.4610488,0.61039966,0.6434831,0.62685096,0.5460229,0.7116153,0.3663071,0.38436082,0.75603044,0.6679024,0.30138436,0.9656107,0.3753227,0.45518473,0.90658104,0.66548276,0.29347745,69
70,0.33549774,0.50274515,0.35695222,0.32855958,0.48822886,0.36979276,0.3298318,0.5181734,0.3428621,0.33025628,0.4661402,0.5867414,0.33209178,0.5409117,0.3657913,0.3798252,0.38713902,0.70514154,0.36844677,0.59757304,0.61537105,0.5559026,0.3730197,0.49863702,0.5358323,0.6610882,0.68611753,0.5819645,0.41670138,0.1643966,0.5600074,0.60426635,0.17514582,0.62729764,0.46055079,0.5992536,0.6117615,0.62314695,0.5709733,0.7745744,0.37247652,0.34986508,0.7849154,0.6666433,0.41631147,0.9625275,0.37371188,0.3073734,0.9318154,0.6544864,0.16377412,70
71,0.32486397,0.5023196,0.33237377,0.3149134,0.4887517,0.37058675,0.31825995,0.51808375,0.30537704,0.31665748,0.47397208,0.44785812,0.32036716,0.54280734,0.50781125,0.36439905,0.39194664,0.447347,0.35685885,0.60024774,0.60824716,0.5491176,0.3767738,0.54301393,0.52289325,0.6619369,0.6427319,0.6040869,0.4106635,0.09597296,0.60554594,0.6442778,0.122278094,0.60763,0.46654353,0.58802736,0.5921489,0.62921214,0.6086346,0.7320105,0.38477227,0.27274764,0.74654764,0.67074245,0.44122913,0.95812,0.36820123,0.25505704,0.9016499,0.6610799,0.21480003,71
72,0.31106704,0.5011246,0.34800458,0.30168837,0.49013266,0.50824445,0.30481535,0.51806664,0.4192509,0.3070223,0.4709283,0.6738562,0.30986995,0.5418964,0.38470668,0.35587686,0.3878318,0.56308085,0.34430024,0.6025543,0.71675164,0.53601784,0.37657493,0.6284268,0.51639235,0.66094637,0.6956425,0.5935498,0.4102864,0.10461427,0.6036397,0.63021094,0.08363184,0.5892636,0.46868524,0.53115165,0.5788747,0.63509786,0.5734051,0.73216283,0.40247422,0.31621328,0.7340592,0.6677248,0.4802627,0.95622724,0.36698902,0.24884503,0.90285057,0.6578758,0.2331697,72
73,0.30080128,0.50066245,0.4631928,0.29179886,0.4831125,0.36514297,0.2944833,0.513533,0.33805725,0.29463726,0.46775222,0.4254527,0.29711026,0.5403568,0.41622993,0.33779562,0.39079592,0.71059567,0.3272522,0.6015184,0.59639657,0.515499,0.37790322,0.66392744,0.50499403,0.6635779,0.5617074,0.57558167,0.41542208,0.117574304,0.59112847,0.63832486,0.09645812,0.5629298,0.47251588,0.55621934,0.549225,0.63538176,0.61143136,0.69937956,0.41348588,0.4938207,0.72082675,0.67260075,0.4981268,0.8217065,0.4934001,0.2775542,0.91138667,0.66654354,0.38810694,73
